,gi,AccNum,Name,Topology,BaltimoreClass,Order,Family,Subfamily,Genera,Lineage
883,472341815,NC_020857.1,Cyanophage MED4-117,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages."
884,472340512,NC_020847.1,Prochlorococcus phage MED4-184,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
885,472340220,NC_020845.1,Prochlorococcus phage MED4-213,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
886,372217768,NC_016658.1,Cyanophage NATL1A-7,circular,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae."
887,372217834,NC_016659.1,Cyanophage NATL2A-133,circular,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae."
888,481019198,NC_021071.1,Cyanophage P-RSM1,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
889,472341521,NC_020855.1,Cyanophage P-RSM6,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
890,372217655,NC_016656.1,Cyanophage P-SSP2,circular,1,Caudovirales,,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales."
891,557307628,NC_022751.1,Cyanophage PP,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae."
892,254729462,NC_013021.1,Cyanophage PSS2,circular,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
893,472343238,NC_020875.1,Synechococcus phage S-SSM4,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
894,422936140,NC_019516.1,Cyanophage S-TIM5,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
895,472343131,NC_020872.1,Cyanophage SS120-1,linear,1,Caudovirales,,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales."
896,481019412,NC_021072.1,Cyanophage Syn30,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages."
897,605039102,NC_023884.1,Cyanoramphus nest associated circular K DNA virus,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
898,605039099,NC_023883.1,Cyanoramphus nest associated circular X DNA virus,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
899,194871987,NC_011097.1,Cycad leaf necrosis virus,circular,7,,Caulimoviridae,,Badnavirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Badnavirus.
900,318069479,NC_014929.1,Cyclovirus bat/USA/2009,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae; unclassified Cyclovirus.
901,318082874,NC_014930.1,Cyclovirus NGchicken15/NGA/2009,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae; unclassified Cyclovirus.
902,318069476,NC_014928.1,Cyclovirus PKgoat11/PAK/2009,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae; unclassified Cyclovirus.
903,318069473,NC_014927.1,Cyclovirus PKgoat21/PAK/2009,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae; unclassified Cyclovirus.
904,663089939,NC_021707.2,Cyclovirus VN,linear,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae; unclassified Cyclovirus.
905,722176392,NC_025476.1,Cyclovirus ZM36a,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae; unclassified Cyclovirus.
906,14602241,NC_002816.1,Cydia pomonella granulovirus,circular,1,,Baculoviridae,,Betabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus."
907,9629460,NC_001812.1,Cymbidium mosaic virus,linear,4,Tymovirales,Alphaflexiviridae,,Potexvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus."
908,157784255,NC_004009.2,Cymbidium ringspot virus satellite RNA,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded RNA satellites; Small linear single stranded RNA satellites.
909,20087024,NC_003532.1,Cymbidium ringspot virus,linear,4,,Tombusviridae,,Tombusvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Tombusvirus."
910,422933554,NC_019491.1,Cyprinid herpesvirus 1,linear,1,Herpesvirales,Alloherpesviridae,,Cyprinivirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Alloherpesviridae; Cyprinivirus."
911,422933791,NC_019495.1,Cyprinid herpesvirus 2,linear,1,Herpesvirales,Alloherpesviridae,,Cyprinivirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Alloherpesviridae; Cyprinivirus."
912,131840030,NC_009127.1,Cyprinid herpesvirus 3,linear,1,Herpesvirales,Alloherpesviridae,,Cyprinivirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Alloherpesviridae; Cyprinivirus."
913,406356615,NC_018616.1,Dahlia mosaic virus,circular,7,,Caulimoviridae,,Caulimovirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Caulimovirus.
914,601447520,NC_023842.1,Danaus plexippus plexippus iteravirus,linear,2,,Parvoviridae,Densovirinae,Iteradensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Iteradensovirus; unclassified Iteravirus.
915,96980660,NC_008028.1,Daphne mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
916,94971809,NC_008020.1,Daphne virus S,linear,4,Tymovirales,Betaflexiviridae,Quinvirinae,Carlavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus."
917,20087054,NC_003537.1,Dasheen mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
918,761719463,NC_026509.1,DeBrazzas monkey arterivirus,linear,4,Nidovirales,Arteriviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Arteriviridae."
919,423262327,NC_019544.1,Deep-sea thermophilic phage D6E,circular,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages."
920,9627065,NC_001523.1,Deltapapillomavirus 2,circular,1,,Papillomaviridae,,Deltapapillomavirus," Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; Deltapapillomavirus."
921,62422552,NC_006966.1,Deerpox virus W-848-83,linear,1,,Poxviridae,Chordopoxvirinae,Cervidpoxvirus," Viruses; dsDNA viruses, no RNA stage; Poxviridae; Chordopoxvirinae; Cervidpoxvirus; unclassified Cervidpoxvirus."
922,71480055,NC_004830.2,Deformed wing virus,linear,4,Picornavirales,Iflaviridae,,Iflavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Iflaviridae; Iflavirus."
923,282598938,NC_013697.1,Deftia phage phiW-14,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
924,56698739,NC_006555.1,Dendrolimus punctatus densovirus,linear,2,,Parvoviridae,Densovirinae,Iteradensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Iteradensovirus.
925,9626685,NC_001477.1,Dengue virus 1,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Dengue virus group."
926,158976983,NC_001474.2,Dengue virus 2,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Dengue virus group."
927,163644368,NC_001475.2,Dengue virus 3,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Dengue virus group."
928,12084822,NC_002640.1,Dengue virus 4,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Dengue virus group."
929,208436764,NC_011335.1,Diadromus pulchellus ascovirus 4a,circular,1,,Ascoviridae,,Toursvirus," Viruses; dsDNA viruses, no RNA stage; Ascoviridae; Toursvirus."
930,9634052,NC_001278.1,Diaporthe ambigua RNA virus 1,linear,4,,,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage."
931,194473848,NC_011086.1,Diascia yellow mottle virus,linear,4,Tymovirales,Tymoviridae,,Tymovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Tymovirus; unclassified Tymovirus."
932,9630378,NC_001899.1,Diatraea saccharalis densovirus,linear,2,,Parvoviridae,Densovirinae,Ambidensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Ambidensovirus; unclassified Densovirus.
933,448259945,NC_019925.1,Dickeya virus Limestone,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
934,404184314,NC_018579.1,Digitaria ciliaris striate mosaic virus,circular,2,,Geminiviridae,,Mastrevirus, Viruses; ssDNA viruses; Geminiviridae; Mastrevirus.
935,308125297,NC_014547.1,Digitaria didactyla striate mosaic virus,circular,2,,Geminiviridae,,Mastrevirus, Viruses; ssDNA viruses; Geminiviridae; Mastrevirus.
936,9626687,NC_001478.1,Digitaria streak virus,linear,2,,Geminiviridae,,Mastrevirus, Viruses; ssDNA viruses; Geminiviridae; Mastrevirus.
937,658310992,NC_024367.1,Dinoroseobacter phage DFL12phi1,linear,1,Caudovirales,Podoviridae,,N4virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus."
938,125860391,NC_009010.1,Dioscorea bacilliform virus,circular,7,,Caulimoviridae,,Badnavirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Badnavirus.
939,282937675,NC_013699.1,Diplodia scrobiculata RNA virus 1,linear,3,,,,, Viruses; dsRNA viruses.
940,410428375,NC_019029.1,Diuris virus A,linear,4,Tymovirales,Betaflexiviridae,Trivirinae,Divavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Divavirus."
941,410428376,NC_019030.1,Diuris virus B,linear,4,Tymovirales,Betaflexiviridae,Trivirinae,Divavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Divavirus."
942,38707562,NC_005283.1,Dolphin morbillivirus,linear,5,Mononegavirales,Paramyxoviridae,,Morbillivirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Paramyxoviridae; Morbillivirus; Cetacean morbillivirus.
943,701219419,NC_025406.1,Dolphin rhabdovirus,linear,5,Mononegavirales,Rhabdoviridae,,, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae.
944,380877198,NC_016997.1,Donggang virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus."
945,559797734,NC_022894.1,Donkey orchid symptomless virus,linear,4,Tymovirales,Alphaflexiviridae,,Platypuvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Platypuvirus."
946,496493664,NC_021197.1,Donkey orchid virus A,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
947,96980848,NC_008034.1,Dracaena mottle virus,circular,7,,Caulimoviridae,,Badnavirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Badnavirus.
948,422934001,NC_019498.1,Dragonfly-associated alphasatellite,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites.
949,607840603,NC_023872.1,Dragonfly associated gemykibivirus 1,circular,-1,,Genomoviridae,,Gemykibivirus, Viruses; Genomoviridae; Gemykibivirus.
950,608055536,NC_023871.1,Dragonfly-associated circular virus 2,circular,-1,,Genomoviridae,,Gemycircularvirus, Viruses; Genomoviridae; Gemycircularvirus.
951,608055521,NC_023870.1,Dragonfly-associated circular virus 3,circular,-1,,Genomoviridae,,Gemyduguivirus, Viruses; Genomoviridae; Gemyduguivirus.
952,422933996,NC_019497.1,Dragonfly-associated mastrevirus,circular,2,,Geminiviridae,,Mastrevirus, Viruses; ssDNA viruses; Geminiviridae; Mastrevirus; unclassified Mastrevirus.
953,408905857,NC_018862.1,Dragonfly-associated microphage 1,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
954,601448930,NC_023853.1,Dragonfly circularisvirus,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
955,601449263,NC_023855.1,Dragonfly cyclicusvirus,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
956,607069326,NC_023886.1,Dragonfly associated cyclovirus 1,linear,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae.
957,607840600,NC_023869.1,Dragonfly associated cyclovirus 2,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae.
958,607840596,NC_023868.1,Dragonfly associated cyclovirus 3,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae.
959,607840593,NC_023867.1,Dragonfly associated cyclovirus 4,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae.
960,607840590,NC_023866.1,Dragonfly associated cyclovirus 5,circular,2,,Circoviridae,,, Viruses; ssDNA viruses; Circoviridae.
961,582973364,NC_023427.1,Dragonfly larvae associated circular virus-1,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
962,582973391,NC_023436.1,Dragonfly larvae associated circular virus-10,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
963,582973367,NC_023428.1,Dragonfly larvae associated circular virus-2,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
964,582973370,NC_023429.1,Dragonfly larvae associated circular virus-3,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
965,582973373,NC_023430.1,Dragonfly larvae associated circular virus-4,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
966,582973376,NC_023431.1,Dragonfly larvae associated circular virus-5,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
967,582973379,NC_023432.1,Dragonfly larvae associated circular virus-6,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
968,582973382,NC_023433.1,Dragonfly larvae associated circular virus-7,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
969,582973385,NC_023434.1,Dragonfly larvae associated circular virus-8,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
970,582973388,NC_023435.1,Dragonfly larvae associated circular virus-9,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
971,601449154,NC_023854.1,Dragonfly orbiculatusvirus,circular,2,,,,, Viruses; ssDNA viruses; unclassified ssDNA viruses.
972,253761971,NC_012958.1,Drosophila A virus,linear,4,,,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage."
973,9629650,NC_001834.1,Drosophila C virus,linear,4,Picornavirales,Dicistroviridae,,Cripavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Cripavirus."
974,667699578,NC_024488.1,Drosophila immigrans Nora virus,linear,4,,,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage."
975,256535775,NC_013135.1,Drosophila melanogaster sigmavirus AP30,linear,5,Mononegavirales,Rhabdoviridae,,Sigmavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sigmavirus.
976,268053723,NC_013499.1,Drosophila melanogaster totivirus SW-2009a,linear,3,,Totiviridae,,, Viruses; dsRNA viruses; Totiviridae.
977,552558691,NC_022580.1,Drosophila obscura sigmavirus 10A,linear,5,Mononegavirales,Rhabdoviridae,,Sigmavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sigmavirus.
978,667699573,NC_024487.1,Drosophila subobscura Nora virus,linear,4,,,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage."
979,667699536,NC_024486.1,Duck adenovirus 2,linear,1,,Adenoviridae,,Aviadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Aviadenovirus."
980,9629466,NC_001813.1,Duck atadenovirus A,linear,1,,Adenoviridae,,Atadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Atadenovirus."
981,225676452,NC_012437.1,Duck astrovirus C-NGB,linear,4,,Astroviridae,,Avastrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; Avastrovirus; unclassified Avastrovirus."
982,71658851,NC_007220.1,Duck circovirus,circular,2,,Circoviridae,,Circovirus, Viruses; ssDNA viruses; Circoviridae; Circovirus.
983,495027910,NC_008250.2,Duck hepatitis A virus 1,linear,4,Picornavirales,Picornaviridae,,Avihepatovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Avihepatovirus."
984,9625568,NC_001344.1,Duck hepatitis B virus,circular,7,,Hepadnaviridae,,Avihepadnavirus, Viruses; Retro-transcribing viruses; Hepadnaviridae; Avihepadnavirus.
985,639162831,NC_024120.1,Duck megrivirus,linear,4,Picornavirales,Picornaviridae,,Megrivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Megrivirus; unclassified Megrivirus."
986,612064065,NC_023985.1,Duck picornavirus GL/12,linear,4,Picornavirales,Picornaviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae."
987,56692979,NC_006553.1,Avian sapelovirus,linear,4,Picornavirales,Picornaviridae,,Sapelovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Sapelovirus."
988,82524281,NC_007609.1,Dulcamara mottle virus,linear,4,Tymovirales,Tymoviridae,,Tymovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Tymovirus."
989,601447416,NC_023841.1,Dunaliella viridis virus SI2,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses."
990,471237017,NC_020810.1,Duvenhage lyssavirus,linear,5,Mononegavirales,Rhabdoviridae,,Lyssavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Lyssavirus.
991,586946447,NC_023496.1,Saimiri sciureus papillomavirus 1,circular,1,,Papillomaviridae,,Dyoomikronpapillomavirus," Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; Dyoomikronpapillomavirus."
992,29570853,NC_004656.2,East African cassava mosaic Zanzibar virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
993,85677473,NC_007728.1,East Asian Passiflora virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
994,21218484,NC_003899.1,Eastern equine encephalitis virus,linear,4,,Togaviridae,,Alphavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus; EEEV complex."
995,522834984,NC_016660.1,Eclipta yellow vein virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
996,118197482,NC_008586.1,Ectropis obliqua nucleopolyhedrovirus,circular,1,,Baculoviridae,,Alphabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus."
997,13242472,NC_002687.1,Ectocarpus siliculosus virus 1,circular,1,,Phycodnaviridae,,Phaeovirus," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Phaeovirus."
998,22164589,NC_004105.1,Ectromelia virus,linear,1,,Poxviridae,Chordopoxvirinae,Orthopoxvirus," Viruses; dsDNA viruses, no RNA stage; Poxviridae; Chordopoxvirinae; Orthopoxvirus."
999,34610126,NC_005092.1,Ectropis obliqua picorna-like virus,linear,4,Picornavirales,Iflaviridae,,Iflavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Iflaviridae; Iflavirus."
1000,589889262,NC_023555.1,Edwardsiella phage eiAU-183,linear,1,Caudovirales,Siphoviridae,,Eiauvirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Eiauvirus."
1001,764162247,NC_026611.1,Edwardsiella phage GF-2,circular,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
1002,414090316,NC_019420.1,Edwardsiella phage KF-1,circular,1,Caudovirales,Podoviridae,,Kf1virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Kf1virus."
1003,448261025,NC_020082.1,Edwardsiella phage MSW-3,circular,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
1004,610583910,NC_021342.2,Edwardsiella phage PEi21,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
1005,543145307,NC_022332.1,Eel picornavirus 1,linear,4,Picornavirales,Picornaviridae,,Potamipivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Potamipivirus."
1006,9626694,NC_001480.1,Eggplant mosaic virus,linear,4,Tymovirales,Tymoviridae,,Tymovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Tymovirus."
1007,575768762,NC_023339.1,Eggplant mottled crinkle virus,linear,4,,Tombusviridae,,Tombusvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Tombusvirus."
1008,701219282,NC_025389.1,Eggplant mottled dwarf nucleorhabdovirus,linear,5,Mononegavirales,Rhabdoviridae,,Nucleorhabdovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Nucleorhabdovirus.
1009,378554407,NC_016744.1,Eidolon helvum (bat) parvovirus,linear,2,,Parvoviridae,Parvovirinae,Tetraparvovirus, Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Tetraparvovirus.
1010,440285308,NC_020068.1,Eidolon polyomavirus 1,circular,1,,Polyomaviridae,,," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; unclassified Polyomaviridae."
1011,13487887,NC_002701.1,Eimeria brunetti RNA virus 1,linear,3,,Totiviridae,,, Viruses; dsRNA viruses; Totiviridae.
1012,746815427,NC_026140.1,Eimeria tenella RNA virus 1,linear,3,,Totiviridae,,Victorivirus, Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus.
1013,674269192,NC_024696.1,Elephant endotheliotropic herpesvirus 5,linear,1,Herpesvirales,Herpesviridae,Betaherpesvirinae,Proboscivirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Betaherpesvirinae; Proboscivirus; unclassified Proboscivirus."
1014,496991088,NC_020474.2,Elephantid betaherpesvirus 1,linear,1,Herpesvirales,Herpesviridae,Betaherpesvirinae,Proboscivirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Betaherpesvirinae; Proboscivirus."
1015,406356611,NC_018615.1,Eilat virus,linear,4,,Togaviridae,,Alphavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus."
1016,233800859,NC_012666.1,Emilia yellow vein virus-associated DNA beta,circular,8,,,,, Viruses; Satellites; Tolecusatellitidae; Betasatellite.
1017,166867487,NC_010307.1,Emilia yellow vein virus-[Fz1],circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus.
1018,73852470,NC_007346.1,Emiliania huxleyi virus 86,circular,1,,Phycodnaviridae,,Coccolithovirus," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Coccolithovirus."
1019,9626692,NC_001479.1,Encephalomyocarditis virus,linear,4,Picornavirales,Picornaviridae,,Cardiovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Cardiovirus."
1020,605281646,NC_023873.1,Enhydra lutris papillomavirus 1,circular,1,,Papillomaviridae,,Lambdapapillomavirus," Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; Lambdapapillomavirus; unclassified Lambdapapillomavirus."
1021,119952254,NC_008718.1,Entebbe bat virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; Rio Bravo virus group."
1022,418489303,NC_019485.1,Enterobacter phage EcP1,linear,1,Caudovirales,Podoviridae,,N4virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus."
1023,422936732,NC_019524.1,Enterobacter phage Enc34,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
1024,414090494,NC_019423.1,Escherichia phage IME11,circular,1,Caudovirales,Podoviridae,,G7cvirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; G7cvirus."
1025,589889728,NC_023561.1,Enterobacter phage PG7,linear,1,Caudovirales,Myoviridae,Tevenvirinae,Cc31virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Cc31virus."
1026,194100359,NC_011045.1,Enterobacteria phage 13a,linear,1,Caudovirales,Podoviridae,Autographivirinae,T7virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus."
1027,9634055,NC_001317.1,Escherichia virus 186,linear,1,Caudovirales,Myoviridae,Peduovirinae,P2virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; P2virus."
1028,326536103,NC_015249.1,Enterobacteria phage 285P,linear,1,Caudovirales,Podoviridae,Autographivirinae,T7virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus."
1029,713322580,NC_025425.1,Enterobacteria phage GEC-3S,linear,1,Caudovirales,Myoviridae,Tevenvirinae,T4virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus."
1030,563397452,NC_022968.1,Escherichia phage 4MG,linear,1,Caudovirales,Myoviridae,Vequintavirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vequintavirinae."
1031,9632466,NC_000924.1,Enterobacteria phage 933W,linear,1,Caudovirales,Podoviridae,Sepvirinae,Nona33virus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Sepvirinae; Nona33virus."
